DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/15/2015,17:05,BROOKLYN,11230,40.6219978,-73.9742872,"(40.6219978, -73.9742872)",BAY PARKWAY,EAST 2 STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3316972,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,17:05,BRONX,10473,40.8226981,-73.8700006,"(40.8226981, -73.8700006)",STORY AVENUE,FTELEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316328,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,17:01,,,40.7195512,-73.9748892,"(40.7195512, -73.9748892)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3315496,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:00,BROOKLYN,11235,40.5808187,-73.9402721,"(40.5808187, -73.9402721)",SHORE BOULEVARD,MACKENZIE STREET,,2,0,0,0,0,0,2,0,Lost Consciousness,Unspecified,Unspecified,,,3316930,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,17:00,,,,,,SUTPHIN BOULEVARD,115 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3316097,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:00,BROOKLYN,11220,40.6339615,-74.0147538,"(40.6339615, -74.0147538)",65 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,3315786,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316730,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:00,,,,,,,,GARAGE @ 732 65 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3316421,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,17:00,QUEENS,11101,40.7406973,-73.9473822,"(40.7406973, -73.9473822)",51 AVENUE,23 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316625,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:00,BROOKLYN,11229,40.6083648,-73.957261,"(40.6083648, -73.957261)",QUENTIN ROAD,EAST 16 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316929,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:56,MANHATTAN,10011,40.7493029,-74.0080628,"(40.7493029, -74.0080628)",JOE DIMAGGIO HIGHWAY,WEST 23 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3316197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:56,BROOKLYN,11213,40.6695546,-73.9449618,"(40.6695546, -73.9449618)",BROOKLYN AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3316477,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:55,,,40.740095,-73.8998482,"(40.740095, -73.8998482)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316626,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:50,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3315494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:50,BROOKLYN,11235,40.5899573,-73.9625799,"(40.5899573, -73.9625799)",DUNNE COURT,EAST 7 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316944,BUS,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:50,BROOKLYN,11206,40.7084653,-73.9467548,"(40.7084653, -73.9467548)",SCHOLES STREET,LEONARD STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316525,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:45,,,40.6113222,-74.1147031,"(40.6113222, -74.1147031)",,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3316691,PASSENGER VEHICLE,VAN,,,
10/15/2015,16:45,,,,,,RICHMOND AVENUE,FOREST HILL ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3316682,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:45,QUEENS,11412,40.6995524,-73.74773,"(40.6995524, -73.74773)",FRANCIS LEWIS BOULEVARD,115 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316096,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:45,QUEENS,11102,40.7670115,-73.9235024,"(40.7670115, -73.9235024)",30 ROAD,29 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:41,BROOKLYN,11226,40.6349084,-73.9613081,"(40.6349084, -73.9613081)",EAST 17 STREET,FOSTER AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3317001,PASSENGER VEHICLE,,,,
10/15/2015,16:40,QUEENS,11103,40.7589746,-73.9189996,"(40.7589746, -73.9189996)",STEINWAY STREET,BROADWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3317259,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,16:40,MANHATTAN,10035,40.8043796,-73.9395225,"(40.8043796, -73.9395225)",EAST 124 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316274,TAXI,BICYCLE,,,
10/15/2015,16:40,BROOKLYN,11221,40.6922854,-73.9369052,"(40.6922854, -73.9369052)",KOSCIUSZKO STREET,LEWIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315869,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,16:35,,,,,,241 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316594,PASSENGER VEHICLE,OTHER,,,
10/15/2015,16:30,QUEENS,11364,40.7488784,-73.7712371,"(40.7488784, -73.7712371)",207 STREET,56 AVENUE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3318444,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,16:30,BROOKLYN,11223,40.591921,-73.9772225,"(40.591921, -73.9772225)",86 STREET,AVENUE W,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3316399,UNKNOWN,SCOOTER,,,
10/15/2015,16:30,,,40.6661904,-73.7917519,"(40.6661904, -73.7917519)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316600,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,16:30,MANHATTAN,10012,40.7226626,-73.9979797,"(40.7226626, -73.9979797)",SPRING STREET,CROSBY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3315484,TAXI,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,16:30,BROOKLYN,11233,40.6699207,-73.9188878,"(40.6699207, -73.9188878)",EASTERN PARKWAY,SAINT JOHNS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:50,BROOKLYN,11216,40.6767222,-73.9470722,"(40.6767222, -73.9470722)",NEW YORK AVENUE,DEAN STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3315852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:46,BROOKLYN,11215,40.6706293,-73.9718172,"(40.6706293, -73.9718172)",PROSPECT PARK WEST,MONTGOMERY PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315860,VAN,SPORT UTILITY / STATION WAGON,,,
10/15/2015,9:45,,,40.7864283,-73.8239273,"(40.7864283, -73.8239273)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Fatigued/Drowsy,,,,3316027,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,9:42,BRONX,10460,40.8357171,-73.8920447,"(40.8357171, -73.8920447)",EAST 172 STREET,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316319,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,9:40,QUEENS,11436,40.6853582,-73.7972247,"(40.6853582, -73.7972247)",LINDEN BOULEVARD,146 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3316093,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/15/2015,9:40,,,40.7494725,-73.7563932,"(40.7494725, -73.7563932)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3316070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:40,,,,,,WESTCHESTER AVENUE,HUGH GRANT CIRCLE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316325,PASSENGER VEHICLE,OTHER,,,
10/15/2015,9:40,,,,,,LINDEN BOULEVARD,VAN SIDERIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315832,OTHER,VAN,,,
10/15/2015,9:40,QUEENS,11377,40.7472934,-73.9121205,"(40.7472934, -73.9121205)",39 DRIVE,52 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316000,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,9:40,MANHATTAN,10018,40.7595273,-73.999242,"(40.7595273, -73.999242)",11 AVENUE,WEST 40 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3315510,OTHER,SPORT UTILITY / STATION WAGON,,,
10/15/2015,9:40,BROOKLYN,11219,40.6389464,-73.9880411,"(40.6389464, -73.9880411)",42 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316409,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,9:35,,,40.7251108,-73.7705573,"(40.7251108, -73.7705573)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3316613,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,9:34,,,40.7431147,-73.7711335,"(40.7431147, -73.7711335)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316069,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,9:30,STATEN ISLAND,10308,40.5456727,-74.1489372,"(40.5456727, -74.1489372)",NELSON AVENUE,GRANDVIEW TERRACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3316154,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,9:30,BROOKLYN,11220,40.64936,-74.0128328,"(40.64936, -74.0128328)",3 AVENUE,47 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3315814,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,9:30,,,40.7408436,-73.7267962,"(40.7408436, -73.7267962)",,,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3315964,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,9:30,,,40.7352865,-73.859826,"(40.7352865, -73.859826)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3316665,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,9:30,,,,,,BOSTON ROAD,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315712,PASSENGER VEHICLE,LIVERY VEHICLE,,,
10/15/2015,9:30,QUEENS,11423,40.7102721,-73.7652268,"(40.7102721, -73.7652268)",99 AVENUE,194 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315926,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,9:30,QUEENS,11101,40.7497328,-73.9360965,"(40.7497328, -73.9360965)",NORTHERN BOULEVARD,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316115,PASSENGER VEHICLE,VAN,,,
10/15/2015,9:30,MANHATTAN,10013,40.7213532,-74.0046358,"(40.7213532, -74.0046358)",WEST BROADWAY,CANAL STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315475,OTHER,SPORT UTILITY / STATION WAGON,,,
10/15/2015,9:28,MANHATTAN,10038,40.7086997,-74.007286,"(40.7086997, -74.007286)",WILLIAM STREET,JOHN STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315474,OTHER,,,,
10/15/2015,9:28,BRONX,10474,40.8162743,-73.8928602,"(40.8162743, -73.8928602)",GARRISON AVENUE,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315649,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,9:23,,,,,,164 STREET,85 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316614,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:20,,,40.7132035,-73.9772191,"(40.7132035, -73.9772191)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315493,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:20,QUEENS,11435,40.6990165,-73.8069565,"(40.6990165, -73.8069565)",SUTPHIN BOULEVARD,94 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315929,TAXI,TAXI,,,
10/15/2015,9:20,BROOKLYN,11208,40.6636441,-73.8739366,"(40.6636441, -73.8739366)",STANLEY AVENUE,ATKINS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3315827,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,9:19,,,,,,LINCOLN TUNNEL APPROACH,WEST 40 STREET,,0,0,0,0,0,0,0,0,,,,,,3315511,VAN,BUS,,,
10/15/2015,9:15,,,,,,31 STREET,HOYT AVENUE NORTH,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316114,PASSENGER VEHICLE,,,,
10/15/2015,9:15,BROOKLYN,11213,40.6650854,-73.9286837,"(40.6650854, -73.9286837)",CROWN STREET,ROCHESTER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Outside Car Distraction,,,,3316441,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,9:11,BRONX,10472,40.8289768,-73.8764022,"(40.8289768, -73.8764022)",WESTCHESTER AVENUE,MANOR AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315665,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:10,MANHATTAN,10035,40.8083355,-73.9408591,"(40.8083355, -73.9408591)",WEST 128 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3316825,TAXI,,,,
10/15/2015,9:10,BROOKLYN,11213,40.6701913,-73.9393377,"(40.6701913, -73.9393377)",ALBANY AVENUE,LINCOLN PLACE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3315853,PASSENGER VEHICLE,,,,
10/15/2015,9:10,MANHATTAN,10024,40.7902433,-73.9731461,"(40.7902433, -73.9731461)",WEST 90 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3315595,SPORT UTILITY / STATION WAGON,BUS,,,
10/15/2015,9:00,MANHATTAN,10018,40.7521597,-73.9874902,"(40.7521597, -73.9874902)",WEST 37 STREET,BROADWAY,,1,0,1,0,0,0,0,0,Other Electronic Device,,,,,3316761,UNKNOWN,,,,
10/15/2015,9:00,,,40.8334013,-73.9353723,"(40.8334013, -73.9353723)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315618,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:00,,,40.5945547,-73.997568,"(40.5945547, -73.997568)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,,3325491,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
10/15/2015,9:00,,,40.5945547,-73.997568,"(40.5945547, -73.997568)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,,3316948,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
10/15/2015,9:00,,,,,,HOYT AVENUE NORTH,CRESCENT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316113,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,9:00,QUEENS,11385,40.7020766,-73.8791656,"(40.7020766, -73.8791656)",MYRTLE AVENUE,71 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315937,OTHER,UNKNOWN,,,
10/15/2015,9:00,MANHATTAN,10027,40.8133879,-73.945103,"(40.8133879, -73.945103)",WEST 132 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3316821,PASSENGER VEHICLE,,,,
10/15/2015,9:00,MANHATTAN,10027,40.8156907,-73.9582947,"(40.8156907, -73.9582947)",WEST 125 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3315610,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,9:00,BROOKLYN,11238,40.6817692,-73.9675328,"(40.6817692, -73.9675328)",VANDERBILT AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3315854,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,9:00,BROOKLYN,11201,40.6983784,-73.9830501,"(40.6983784, -73.9830501)",GOLD STREET,NASSAU STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315883,SPORT UTILITY / STATION WAGON,VAN,,,
10/15/2015,8:58,QUEENS,11427,40.7272232,-73.7468027,"(40.7272232, -73.7468027)",217 STREET,89 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315955,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:55,,,40.740061,-73.7898821,"(40.740061, -73.7898821)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3316072,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,8:55,MANHATTAN,10036,40.7597902,-73.9879256,"(40.7597902, -73.9879256)",WEST 46 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316230,TAXI,VAN,,,
10/15/2015,8:50,QUEENS,11412,40.7052386,-73.7750729,"(40.7052386, -73.7750729)",LIBERTY AVENUE,DUNKIRK STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315927,VAN,BUS,,,
10/15/2015,8:50,MANHATTAN,10012,40.7252096,-73.9958474,"(40.7252096, -73.9958474)",EAST HOUSTON STREET,CROSBY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316194,PASSENGER VEHICLE,VAN,,,
10/15/2015,8:50,BROOKLYN,11217,40.6767074,-73.9771034,"(40.6767074, -73.9771034)",LINCOLN PLACE,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315863,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,8:45,,,,,,HAROLD STREET,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316149,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,8:45,QUEENS,11361,40.7664467,-73.7836098,"(40.7664467, -73.7836098)",35 AVENUE,204 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3316076,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/15/2015,8:40,,,40.740095,-73.8998482,"(40.740095, -73.8998482)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316004,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,8:40,QUEENS,11375,40.7322776,-73.8492638,"(40.7322776, -73.8492638)",108 STREET,64 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3323582,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
10/15/2015,8:40,BROOKLYN,11206,40.7019448,-73.9557223,"(40.7019448, -73.9557223)",HEYWARD STREET,LEE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315904,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:40,BRONX,10467,40.8827095,-73.8812458,"(40.8827095, -73.8812458)",JEROME AVENUE,EAST GUN HILL ROAD,,0,0,0,0,0,0,0,0,Passenger Distraction,,,,,3315726,PASSENGER VEHICLE,,,,
10/15/2015,8:40,BRONX,10460,40.8340571,-73.8897273,"(40.8340571, -73.8897273)",EAST 172 STREET,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3316320,OTHER,,,,
10/15/2015,8:37,STATEN ISLAND,10301,40.6440727,-74.0777656,"(40.6440727, -74.0777656)",STUYVESANT PLACE,WALL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316131,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:35,MANHATTAN,10009,40.7222821,-73.9801687,"(40.7222821, -73.9801687)",AVENUE C,EAST 4 STREET,,1,0,1,0,0,0,0,0,Glare,,,,,3315501,PASSENGER VEHICLE,,,,
10/15/2015,8:35,,,40.5851349,-73.9545353,"(40.5851349, -73.9545353)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3315749,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/15/2015,8:35,BRONX,10455,40.81547,-73.9053253,"(40.81547, -73.9053253)",EAST 152 STREET,TINTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315635,BUS,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316476,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,8:30,,,,,,WINCHESTER BOULEVARD,92 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:30,QUEENS,11355,40.753495,-73.829866,"(40.753495, -73.829866)",SAULL STREET,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316025,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,8:30,QUEENS,11101,40.7516035,-73.9338317,"(40.7516035, -73.9338317)",NORTHERN BOULEVARD,31 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316112,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:30,BROOKLYN,11235,40.5866702,-73.9661497,"(40.5866702, -73.9661497)",OCEAN PARKWAY,AVENUE Z,,0,0,0,0,0,0,0,0,Unspecified,,,,,3315739,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,8:30,BROOKLYN,11235,40.591065,-73.9588599,"(40.591065, -73.9588599)",EAST 12 STREET,DESMOND COURT,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315748,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:30,BROOKLYN,11221,40.6946953,-73.927498,"(40.6946953, -73.927498)",BUSHWICK AVENUE,STOCKHOLM STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3315877,OTHER,OTHER,,,
10/15/2015,8:30,BRONX,10469,40.8733019,-73.8536375,"(40.8733019, -73.8536375)",BOSTON ROAD,EAST GUNHILL ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Illness,,,,3316365,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:30,BRONX,10458,40.8713439,-73.8869175,"(40.8713439, -73.8869175)",VALENTINE AVENUE,BEDFORD PARK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315732,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,8:25,,,,,,GOETHALS ROAD NORTH,SOUTH AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3316147,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
10/15/2015,8:25,STATEN ISLAND,10301,40.6318985,-74.097156,"(40.6318985, -74.097156)",BRIGHTON AVENUE,FOREST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316133,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:21,BRONX,10466,40.8878665,-73.832354,"(40.8878665, -73.832354)",SECOR AVENUE,LIGHT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316374,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:20,BROOKLYN,11206,40.7060112,-73.9354784,"(40.7060112, -73.9354784)",WHITE STREET,MC KIBBIN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Lane Marking Improper/Inadequate,,,,3315902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:20,,,40.6710857,-73.7362678,"(40.6710857, -73.7362678)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
