DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/15/2015,11:30,MANHATTAN,10075,40.7726551,-73.9555525,"(40.7726551, -73.9555525)",EAST 78 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316786,LARGE COM VEH(6 OR MORE TIRES),LIVERY VEHICLE,,,
10/15/2015,11:30,MANHATTAN,10011,40.7459518,-73.9980079,"(40.7459518, -73.9980079)",8 AVENUE,WEST 24 STREET,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3315512,SPORT UTILITY / STATION WAGON,TAXI,,,
10/15/2015,11:30,BROOKLYN,11225,40.6631828,-73.9624487,"(40.6631828, -73.9624487)",FLATBUSH AVENUE,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316442,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:30,BROOKLYN,11203,40.6446733,-73.9257218,"(40.6446733, -73.9257218)",EAST 54 STREET,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316412,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:25,,,40.7851513,-73.9406208,"(40.7851513, -73.9406208)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:25,BROOKLYN,11213,40.6636039,-73.9343912,"(40.6636039, -73.9343912)",EMPIRE BOULEVARD,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316440,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:25,BROOKLYN,11204,40.6231561,-73.9937104,"(40.6231561, -73.9937104)",63 STREET,16 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317506,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:23,BROOKLYN,11226,40.6521704,-73.9614062,"(40.6521704, -73.9614062)",OCEAN AVENUE,CATON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315802,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:20,,,40.7506916,-73.7509617,"(40.7506916, -73.7509617)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:20,MANHATTAN,10002,40.7199725,-73.9928968,"(40.7199725, -73.9928968)",CHRYSTIE STREET,DELANCEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3315483,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,11:20,BROOKLYN,11236,40.6338025,-73.8896944,"(40.6338025, -73.8896944)",ROCKAWAY PARKWAY,SEAVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316429,BUS,PASSENGER VEHICLE,,,
10/15/2015,11:18,MANHATTAN,10033,40.8486847,-73.9392147,"(40.8486847, -73.9392147)",WEST 178 STREET,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315623,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,11:15,MANHATTAN,10017,40.7521167,-73.975558,"(40.7521167, -73.975558)",EAST 43 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3315536,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/15/2015,11:13,BRONX,10463,40.8726198,-73.9046763,"(40.8726198, -73.9046763)",WEST KINGSBRIDGE ROAD,HEATH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315722,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,11:10,QUEENS,11417,40.6803149,-73.842019,"(40.6803149, -73.842019)",ROCKAWAY BOULEVARD,97 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316606,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:09,BRONX,10455,40.8130953,-73.8982589,"(40.8130953, -73.8982589)",BRUCKNER BOULEVARD,LEGGETT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315650,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,11:04,,,40.7620943,-73.7569053,"(40.7620943, -73.7569053)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316068,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:01,BROOKLYN,11205,40.688712,-73.9549775,"(40.688712, -73.9549775)",CLIFTON PLACE,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316492,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
10/15/2015,11:00,MANHATTAN,10065,40.7599125,-73.9588098,"(40.7599125, -73.9588098)",EAST 61 STREET,YORK AVENUE,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3315575,TAXI,,,,
10/15/2015,11:00,MANHATTAN,10009,40.7269737,-73.9857379,"(40.7269737, -73.9857379)",EAST 7 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316190,SMALL COM VEH(4 TIRES),BICYCLE,,,
10/15/2015,11:00,STATEN ISLAND,10306,40.5724576,-74.0933764,"(40.5724576, -74.0933764)",MIDLAND AVENUE,OLYMPIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3316153,SPORT UTILITY / STATION WAGON,VAN,SPORT UTILITY / STATION WAGON,,
10/15/2015,11:00,QUEENS,11378,40.7321045,-73.9025969,"(40.7321045, -73.9025969)",MAURICE AVENUE,53 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315940,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,11:00,QUEENS,11377,40.7429437,-73.9168429,"(40.7429437, -73.9168429)",48 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316005,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,11:00,QUEENS,11358,40.7583083,-73.7986089,"(40.7583083, -73.7986089)",168 STREET,43 AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3316031,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:00,MANHATTAN,10065,40.7649883,-73.9611495,"(40.7649883, -73.9611495)",EAST 66 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3315573,PASSENGER VEHICLE,BICYCLE,SPORT UTILITY / STATION WAGON,,
10/15/2015,11:00,MANHATTAN,10010,40.7378861,-73.9809038,"(40.7378861, -73.9809038)",EAST 23 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3315524,LIVERY VEHICLE,UNKNOWN,,,
10/15/2015,11:00,BROOKLYN,11238,40.6825998,-73.9559659,"(40.6825998, -73.9559659)",FRANKLIN AVENUE,JEFFERSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316491,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,10:55,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316116,PICK-UP TRUCK,,,,
10/15/2015,10:55,MANHATTAN,10023,40.7810781,-73.9853689,"(40.7810781, -73.9853689)",RIVERSIDE DRIVE,WEST 73 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3316259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,10:52,BROOKLYN,11215,40.6558259,-73.9812228,"(40.6558259, -73.9812228)",19 STREET,10 AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3315811,PASSENGER VEHICLE,,,,
10/15/2015,10:47,BROOKLYN,11218,40.6392972,-73.9840884,"(40.6392972, -73.9840884)",39 STREET,14 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316970,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,10:45,BROOKLYN,11234,40.6432885,-73.8761768,"(40.6432885, -73.8761768)",PENNSYLVANIA AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315834,BUS,VAN,,,
10/15/2015,10:45,BROOKLYN,11232,40.6490932,-74.0169266,"(40.6490932, -74.0169266)",50 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Lost Consciousness,,,,3316454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:10,MANHATTAN,10002,40.7216438,-73.9891302,"(40.7216438, -73.9891302)",ALLEN STREET,STANTON STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3316185,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,20:10,BROOKLYN,11201,40.6938007,-73.9872271,"(40.6938007, -73.9872271)",JAY STREET,MYRTLE AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316504,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/15/2015,20:10,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3317470,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:10,QUEENS,11375,40.7276193,-73.8468751,"(40.7276193, -73.8468751)",108 STREET,67 DRIVE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3316662,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:10,MANHATTAN,10017,40.7542505,-73.9689773,"(40.7542505, -73.9689773)",EAST 49 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316219,PASSENGER VEHICLE,TAXI,,,
10/15/2015,20:10,BROOKLYN,11235,40.5895638,-73.9595125,"(40.5895638, -73.9595125)",AVENUE Y,EAST 11 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316932,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:09,,,,,,FROST STREET,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316545,VAN,PASSENGER VEHICLE,,,
10/15/2015,20:06,BROOKLYN,11217,40.6870851,-73.975589,"(40.6870851, -73.975589)",LAFAYETTE AVENUE,SOUTH ELLIOTT PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316518,PASSENGER VEHICLE,TAXI,,,
10/15/2015,20:00,,,40.8656315,-73.8833986,"(40.8656315, -73.8833986)",,,PARKING LOT 2900 SOUTHERN BLVD,1,0,0,0,0,0,1,0,Drugs (Illegal),Unspecified,,,,3316389,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,20:00,,,40.6058908,-74.074262,"(40.6058908, -74.074262)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316161,OTHER,OTHER,,,
10/15/2015,20:00,QUEENS,11432,40.7072274,-73.8044981,"(40.7072274, -73.8044981)",HILLSIDE AVENUE,153 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:00,QUEENS,11385,40.6914356,-73.8906231,"(40.6914356, -73.8906231)",VERMONT PLACE,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316579,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:00,QUEENS,11106,40.7619707,-73.9253817,"(40.7619707, -73.9253817)",31 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316120,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:00,BROOKLYN,11222,40.7301988,-73.9542459,"(40.7301988, -73.9542459)",GREENPOINT AVENUE,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316544,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,1:45,MANHATTAN,10128,40.7825701,-73.9452114,"(40.7825701, -73.9452114)",EAST 95 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315566,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,1:40,,,40.7686435,-73.9490277,"(40.7686435, -73.9490277)",,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3315571,TAXI,PASSENGER VEHICLE,TAXI,,
10/15/2015,1:40,QUEENS,11377,40.7408961,-73.8996069,"(40.7408961, -73.8996069)",QUEENS BOULEVARD,65 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3335061,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,1:40,BRONX,10455,40.8159397,-73.9091253,"(40.8159397, -73.9091253)",TRINITY AVENUE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Fatigued/Drowsy,,,,3315630,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,1:30,BROOKLYN,11236,40.6397354,-73.9067421,"(40.6397354, -73.9067421)",EAST 89 STREET,FLATLANDS AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3315793,UNKNOWN,,,,
10/15/2015,1:30,BROOKLYN,11238,40.6763934,-73.9718868,"(40.6763934, -73.9718868)",FLATBUSH AVENUE,STERLING PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315858,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
10/15/2015,1:30,BROOKLYN,11207,40.6733785,-73.88584,"(40.6733785, -73.88584)",WARWICK STREET,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Other Vehicular,Other Vehicular,Other Vehicular,Unspecified,3315825,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
10/15/2015,1:16,MANHATTAN,10002,40.7146695,-73.9911334,"(40.7146695, -73.9911334)",CANAL STREET,LUDLOW STREET,,1,0,0,0,0,0,1,0,Passenger Distraction,,,,,3315491,PASSENGER VEHICLE,,,,
10/15/2015,1:15,MANHATTAN,10014,40.7305697,-74.0105104,"(40.7305697, -74.0105104)",WEST STREET,LEROY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3315486,TAXI,LIVERY VEHICLE,,,
10/15/2015,19:56,QUEENS,11361,40.7612459,-73.7629282,"(40.7612459, -73.7629282)",NORTHERN BOULEVARD,219 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3316654,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,19:56,MANHATTAN,10019,40.7643229,-73.977196,"(40.7643229, -73.977196)",WEST 57 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316227,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,19:55,QUEENS,11411,40.7010012,-73.7401112,"(40.7010012, -73.7401112)",115 AVENUE,217 STREET,,1,0,0,0,0,0,1,0,Lost Consciousness,Other Vehicular,,,,3317696,MOTORCYCLE,PASSENGER VEHICLE,,,
10/15/2015,19:50,QUEENS,11106,40.7562556,-73.9245037,"(40.7562556, -73.9245037)",35 AVENUE,36 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317264,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,19:50,MANHATTAN,10027,40.8077723,-73.9454833,"(40.8077723, -73.9454833)",WEST 125 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3315613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:47,MANHATTAN,10020,40.7598989,-73.9804246,"(40.7598989, -73.9804246)",AVENUE OF THE AMERICAS,WEST 50 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3315555,TAXI,SPORT UTILITY / STATION WAGON,PEDICAB,,
10/15/2015,19:45,MANHATTAN,10022,40.7564966,-73.972362,"(40.7564966, -73.972362)",EAST 50 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3320790,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:40,BROOKLYN,11235,40.5938073,-73.9406098,"(40.5938073, -73.9406098)",AVENUE X,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316400,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,19:36,BRONX,10459,40.8238479,-73.8968586,"(40.8238479, -73.8968586)",EAST 165 STREET,INTERVALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316311,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,19:35,,,,,,BEACH CHANNEL DRIVE,ROCKAWAY FREEWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315918,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:32,STATEN ISLAND,10304,40.616285,-74.0847714,"(40.616285, -74.0847714)",TARGEE STREET,ROFF STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316136,PASSENGER VEHICLE,OTHER,,,
10/15/2015,19:30,,,,,,HUGH GRANT CIRCLE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316323,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:30,MANHATTAN,10009,40.7236497,-73.9852841,"(40.7236497, -73.9852841)",AVENUE A,EAST 3 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316195,PASSENGER VEHICLE,BUS,,,
10/15/2015,19:25,MANHATTAN,10034,40.8657971,-73.9199975,"(40.8657971, -73.9199975)",WEST 207 STREET,SHERMAN AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3315627,PASSENGER VEHICLE,,,,
10/15/2015,19:25,,,40.7203532,-73.9746535,"(40.7203532, -73.9746535)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316191,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,19:25,MANHATTAN,10025,40.7965967,-73.9703697,"(40.7965967, -73.9703697)",BROADWAY,WEST 99 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315596,TAXI,PASSENGER VEHICLE,,,
10/15/2015,19:20,QUEENS,11373,40.745202,-73.8842518,"(40.745202, -73.8842518)",BAXTER AVENUE,KETCHAM STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316056,SPORT UTILITY / STATION WAGON,AMBULANCE,,,
10/15/2015,19:15,BROOKLYN,11226,40.6423729,-73.9574626,"(40.6423729, -73.9574626)",DORCHESTER ROAD,FLATBUSH AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3316998,UNKNOWN,,,,
10/15/2015,19:15,,,,,,35 AVENUE,CLEARVIEW EXPRESSWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316656,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:15,BROOKLYN,11218,40.6379102,-73.9786336,"(40.6379102, -73.9786336)",MC DONALD AVENUE,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316968,VAN,SPORT UTILITY / STATION WAGON,,,
10/15/2015,19:12,MANHATTAN,10010,40.7366018,-73.9818424,"(40.7366018, -73.9818424)",EAST 21 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,3316204,TAXI,SPORT UTILITY / STATION WAGON,,,
10/15/2015,19:10,BROOKLYN,11229,40.6091307,-73.9574045,"(40.6091307, -73.9574045)",EAST 16 STREET,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3318822,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:10,BROOKLYN,11206,40.7116424,-73.9439099,"(40.7116424, -73.9439099)",GRAND STREET,GRAHAM AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315911,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,19:05,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316354,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/15/2015,19:02,,,40.8042301,-73.9129984,"(40.8042301, -73.9129984)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3315639,LIVERY VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,19:00,,,,,,FRANCIS LEWIS BOULEVARD,FOOTHILL AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316621,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/15/2015,19:00,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316244,TAXI,SPORT UTILITY / STATION WAGON,,,
10/15/2015,19:00,,,,,,91 AVENUE,VAN WYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316558,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,19:00,BROOKLYN,11222,40.7204235,-73.9396997,"(40.7204235, -73.9396997)",DIVISION PLACE,DEBEVOISE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316543,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,19:00,BROOKLYN,11220,40.6413265,-74.0070804,"(40.6413265, -74.0070804)",52 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3316452,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,19:00,BROOKLYN,11211,40.7059143,-73.9502879,"(40.7059143, -73.9502879)",UNION AVENUE,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315907,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,10:40,BROOKLYN,11230,40.6158281,-73.9576956,"(40.6158281, -73.9576956)",AVENUE N,EAST 17 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3317559,SPORT UTILITY / STATION WAGON,VAN,,,
10/15/2015,10:40,BROOKLYN,11217,40.6779993,-73.9730543,"(40.6779993, -73.9730543)",FLATBUSH AVENUE,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3315866,PASSENGER VEHICLE,BUS,VAN,,
10/15/2015,10:30,QUEENS,11413,40.6670391,-73.7573153,"(40.6670391, -73.7573153)",SPRINGFIELD BOULEVARD,144 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3316092,PASSENGER VEHICLE,OTHER,,,
10/15/2015,10:30,BROOKLYN,11211,40.7030734,-73.9569839,"(40.7030734, -73.9569839)",LEE AVENUE,PENN STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3315909,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,10:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3316095,VAN,TAXI,,,
10/15/2015,10:30,,,40.5983934,-73.9062789,"(40.5983934, -73.9062789)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3320290,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/15/2015,10:30,,,40.5983934,-73.9062789,"(40.5983934, -73.9062789)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3316404,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/15/2015,10:30,,,,,,MAURICE AVENUE,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Lost Consciousness,,,,3316001,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
10/15/2015,10:30,,,,,,CONGRESS STREET,HICKS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315845,PASSENGER VEHICLE,,,,
10/15/2015,10:30,STATEN ISLAND,10312,40.5519727,-74.186145,"(40.5519727, -74.186145)",WOODROW ROAD,CARLTON BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316170,PICK-UP TRUCK,,,,
10/15/2015,10:30,MANHATTAN,10019,40.7667145,-73.9828775,"(40.7667145, -73.9828775)",WEST 57 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315553,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,10:30,BROOKLYN,11215,40.6679452,-73.9907251,"(40.6679452, -73.9907251)",13 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315864,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,10:30,BROOKLYN,11211,40.704202,-73.9582455,"(40.704202, -73.9582455)",LEE AVENUE,HOOPER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3315903,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,10:25,QUEENS,11375,40.7322809,-73.851822,"(40.7322809, -73.851822)",64 AVENUE,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316089,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,10:25,BROOKLYN,11222,40.7337398,-73.9548424,"(40.7337398, -73.9548424)",GREEN STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Illness,Lost Consciousness,,,,3315913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
